model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,7.0,3.7,389.946,677.494,67.74940000000001,1030.6992574,108.34200000000001,35.6,0.4,1.0,0.9,263.6,0.5,5.0,50.0
gemini-2.5-flash,gemini,10,1,1,10,9.4,7.4,544.4189662120333,1235.808682168583,123.58086821685829,1012.1812444332154,155.6433950379667,80.4,0.0,1.0,1.0,334.2,0.9,1.0,10.0
gemini-3.1-flash-lite,gemini,10,1,1,10,6.1,1.9,107.25517901216665,571.4217367624087,57.14217367624087,1042.5060915585839,97.39486905124959,23.066666666666666,1.2,0.7,1.0,116.9,0.4,6.0,60.0
gpt-5.4,openai,10,1,1,10,7.4,4.6,13.974,833.7883153762501,83.378831537625,1959.333660246315,137.437819375,27.68,0.4,1.0,0.9,589.1,0.6,4.0,40.0
gpt-5.4-nano,openai,10,1,1,10,6.7,1.8,188.7405109377564,697.3467241104987,69.73467241104987,1518.6071213137614,114.53934847503267,16.18279,0.4,1.0,0.9,507.8,0.5,5.0,50.0
