model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,7.8,5.3,376.1229863,843.8079914089783,84.38079914089784,1537.9777951960139,125.05129600000001,44.42,0.5,0.9,0.9,219.6,0.6,4.0,40.0
gemini-2.5-flash,gemini,10,1,1,10,9.0,7.1,502.5613211834616,1161.8262432396155,116.18262432396155,651.467377395748,144.86004,87.025,0.0,1.0,1.0,314.2,0.8,2.0,20.0
gemini-3.1-flash-lite,gemini,10,1,1,10,5.6,1.0,132.7130453125,322.7689596691667,32.27689596691667,601.8986857231135,56.69593363166666,5.5,2.0,0.5,1.0,86.5,0.3,7.0,70.0
gpt-5.4,openai,10,1,1,10,7.0,3.7,30.3,732.3855,73.23855,1565.5608928249999,123.02650000000001,27.160000000000004,0.0,1.0,1.0,572.6,0.5,5.0,50.0
gpt-5.4-nano,openai,10,1,1,10,5.2,0.9,16.9,486.79017499962856,48.67901749996285,1357.4249278106374,97.29875999997651,9.05,0.4,1.0,0.9,440.9,0.2,8.0,80.0
