model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,7.8,5.1,350.307618834432,872.329472647168,87.23294726471678,1150.6714434589123,124.5133359616,39.513,0.8,0.9,0.9,232.3,0.6,4.0,40.0
gemini-2.5-flash,gemini,10,1,1,10,9.6,7.1,634.4021979748161,1275.2207881266243,127.52207881266243,1385.3606773720812,164.0773359616,74.155,0.0,1.0,1.0,381.6,0.9,1.0,10.0
gemini-3.1-flash-lite,gemini,10,1,1,10,5.1,1.4,91.15753790225,244.66941324775,24.466941324775,266.69593410780897,37.07204209775,10.7,2.8,0.3,1.0,53.9,0.3,7.0,70.0
gpt-5.4,openai,10,1,1,10,6.8,2.5,36.181000000000004,726.077,72.6077,2036.032404,127.912,18.0,0.4,1.0,0.9,597.5,0.4,6.0,60.0
gpt-5.4-nano,openai,10,1,1,10,6.8,1.7,95.67055333333334,659.3713341949567,65.93713341949568,1604.748906578978,120.53185552,8.541,0.4,1.0,0.8,480.1,0.3,7.0,70.0
