model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,1200,1,120,1200,7.766666666666667,4.418333333333333,398.4879512998795,821.6664896463794,82.16664896463794,1140.8102213711556,120.34475332031619,41.07258247980182,0.29333333333333333,0.9575,0.9658333333333333,215.83416666666668,0.5916666666666667,490.0,40.833333333333336
gemini-2.5-flash,gemini,1200,1,120,1200,9.256666666666666,7.416666666666667,539.7527391539384,1211.1574046756914,121.11574046756914,1940.8864793769872,167.48629306629456,84.81063025395328,0.10833333333333334,0.9958333333333333,0.975,352.765,0.8466666666666667,184.0,15.333333333333332
gemini-3.1-flash-lite,gemini,1200,1,120,1200,5.715833333333333,1.5341666666666667,78.69350064299573,427.28582139039537,42.72858213903954,873.986886787753,75.39712974306418,10.700115851388889,1.655,0.5891666666666666,0.9966666666666667,101.4325,0.3358333333333333,797.0,66.41666666666667
gpt-5.4,openai,1200,1,120,1200,7.455,3.7316666666666665,73.55055767674334,793.2031099124707,79.32031099124707,1798.7685470696458,136.43783286980877,26.85329539250731,0.03166666666666667,0.9991666666666666,0.9916666666666667,616.7341666666666,0.5733333333333334,512.0,42.66666666666667
gpt-5.4-nano,openai,1200,1,120,1200,5.6883333333333335,0.9925,95.00455882660277,521.6671214589896,52.16671214589897,1248.3269644857596,97.49622086599688,12.281998521504907,0.385,0.9991666666666666,0.87,447.17833333333334,0.2725,873.0,72.75
