model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,8.4,6.0,339.14253724934713,951.7192206992506,95.17192206992506,1340.9263714695041,149.1551932002517,52.8,0.4,0.9,1.0,244.6,0.7,3.0,30.0
gemini-2.5-flash,gemini,10,1,1,10,8.0,4.9,482.53031250000004,1042.4461088557916,104.24461088557916,1485.3386923221635,140.52516020995833,63.5,0.4,0.9,1.0,340.1,0.6,4.0,40.0
gemini-3.1-flash-lite,gemini,10,1,1,10,6.7,2.8,30.77861600151312,627.4611623644772,62.74611623644772,1045.7744904387791,98.34331104603531,16.5,1.2,0.7,1.0,121.3,0.4,6.0,60.0
gpt-5.4,openai,10,1,1,10,9.3,6.7,83.61428125,958.0262520833334,95.80262520833334,1708.2817501956288,153.82284375,42.730000000000004,0.0,1.0,1.0,591.1,0.9,1.0,10.0
gpt-5.4-nano,openai,10,1,1,10,4.9,-0.7,0.0,475.65930325334114,47.565930325334115,1424.9406823513034,94.35816251480853,6.12,0.4,1.0,0.9,503.9,0.1,9.0,90.0
