model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,8.6,5.0,580.9294075520833,819.34305078125,81.93430507812499,863.0061047340808,111.70899999999999,39.7,0.4,0.9,1.0,227.3,0.7,3.0,30.0
gemini-2.5-flash,gemini,10,1,1,10,9.5,7.2,639.72,1168.50565625,116.85056562499999,496.0024881938477,137.84475,93.75,0.0,1.0,1.0,321.9,0.8,2.0,20.0
gemini-3.1-flash-lite,gemini,10,1,1,10,4.9,0.7,36.69986058593749,342.0556319375,34.205563193749995,736.9715338846953,61.100537447916665,6.0,2.0,0.5,1.0,84.0,0.2,8.0,80.0
gpt-5.4,openai,10,1,1,10,8.6,7.1,108.66384000000001,844.03466,84.40346600000001,892.7521157024615,120.91665078125,44.239999999999995,0.4,1.0,0.9,560.5,0.8,2.0,20.0
gpt-5.4-nano,openai,10,1,1,10,5.9,1.3,124.2385702,521.5330941999999,52.15330941999999,1024.50779428269,83.1781524,10.224340000000002,0.8,1.0,0.8,455.6,0.3,7.0,70.0
