model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,7.1,4.1,314.03778571428575,623.8964157142857,62.38964157142857,361.17797273588343,81.71214285714285,37.464,0.4,1.0,0.9,215.5,0.5,5.0,50.0
gemini-2.5-flash,gemini,10,1,1,10,8.8,6.6,602.13682,1025.476691904762,102.5476691904762,2655.711800707682,177.31707285714285,76.275,0.4,1.0,0.9,337.8,0.8,2.0,20.0
gemini-3.1-flash-lite,gemini,10,1,1,10,6.6,2.2,201.5552642857143,453.1411040178571,45.31411040178571,584.6157372036017,76.68823571428571,18.2,1.2,0.7,1.0,129.2,0.5,5.0,50.0
gpt-5.4,openai,10,1,1,10,7.9,4.8,121.01849999999999,762.00012125,76.200012125,1276.3382636985439,134.27984,32.49665625,0.0,1.0,1.0,613.3,0.7,3.0,30.0
gpt-5.4-nano,openai,10,1,1,10,5.5,1.6,114.9487,412.7178725,41.27178725,907.2222393644931,77.2434375,4.950000000000001,0.6,1.0,0.7,392.7,0.3,7.0,70.0
