model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,9.4,6.9,535.4761128483333,991.6027038579412,99.16027038579412,867.4718230875642,128.60173066666667,48.29588235294118,0.0,1.0,1.0,244.0,0.8,2.0,20.0
gemini-2.5-flash,gemini,10,1,1,10,9.0,6.5,570.3362308875,1053.8700787375,105.38700787375001,666.3678890887418,132.846025,81.0,0.0,1.0,1.0,375.9,0.8,2.0,20.0
gemini-3.1-flash-lite,gemini,10,1,1,10,6.1,1.0,169.13475953000003,468.8316620532549,46.88316620532549,1132.4958558644455,96.66327918333334,12.6,0.4,0.9,1.0,163.1,0.4,6.0,60.0
gpt-5.4,openai,10,1,1,10,7.2,4.2,103.38085188,678.53986812,67.85398681199999,1519.5224861221666,117.948064,20.66,0.0,1.0,1.0,611.9,0.6,4.0,40.0
gpt-5.4-nano,openai,10,1,1,10,5.9,-0.7,123.20227500000001,524.063418775,52.4063418775,1399.8119528078064,95.234325525,9.396,0.4,1.0,0.9,455.1,0.2,8.0,80.0
