model,backend,sample_count,agent_count,exp_count,meta_round_record_count,avg_survival_days,avg_final_hp,avg_final_budget,avg_total_bid,avg_daily_bid,avg_bid_variance,avg_max_bid,avg_min_bid,avg_error_count,avg_compile_success,avg_runtime_success,avg_strategy_complexity,avg_status_alive,total_death_count,mortality_rate
deepseek-v4-flash,deepseek,10,1,1,10,7.6,3.1,272.60558670231376,832.0415187829651,83.20415187829651,1385.9495941146113,128.19093850654298,28.24013289,0.0,1.0,1.0,255.3,0.4,6.0,60.0
gemini-2.5-flash,gemini,10,1,1,10,9.9,7.6,449.8057557515673,1356.5941011781201,135.659410117812,7242.9081424216465,239.6413419620514,102.25,0.0,1.0,1.0,384.1,0.9,1.0,10.0
gemini-3.1-flash-lite,gemini,10,1,1,10,5.1,1.1,22.37773101725585,372.69602854552306,37.2696028545523,907.3392276705029,70.75044132919227,3.2,2.0,0.5,1.0,90.8,0.3,7.0,70.0
gpt-5.4,openai,10,1,1,10,6.0,1.7,24.331750000000003,623.2676873,62.326768730000005,2382.484347828605,126.050569,14.219999999999999,0.0,1.0,1.0,663.8,0.3,7.0,70.0
gpt-5.4-nano,openai,10,1,1,10,5.6,0.6,111.83799993003618,518.435696623149,51.843569662314906,1434.7400820169269,97.29306271888619,10.017,1.0,1.0,0.6,527.3,0.3,7.0,70.0
