exp,meta_round_id,agent_id,backend,model,temperature,survival_days,death_day,death_count,mortality_rate,final_status,status_alive,final_hp,final_budget,total_bid,avg_bid,bid_variance,max_bid,min_bid,error_count,compile_success,runtime_success,strategy_complexity
exp_101,1,Alex,openai,gpt-5.4,0.6,9,10,1.0,100.0,dead,0.0,0.0,0.0,604.7,60.470000000000006,65.37859999999996,68.6,47.6,0,1.0,1.0,684.0
exp_101,1,Bob,openai,gpt-5.4-nano,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,73.0,7.3,93.81,25.0,0.0,0,1.0,1.0,385.0
exp_101,1,Cindy,gemini,gemini-2.5-flash,0.6,10,,0.0,0.0,alive,1.0,10.0,837.0,815.55,81.55499999999999,855.611225,127.5,48.6,0,1.0,1.0,422.0
exp_101,1,David,gemini,gemini-3.1-flash-lite,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0
exp_101,1,Eric,deepseek,deepseek-v4-flash,0.6,10,,0.0,0.0,alive,1.0,10.0,1050.0,406.0,40.6,135.24,56.0,28.0,0,1.0,1.0,146.0
exp_101,2,Alex,openai,gpt-5.4,0.6,10,,0.0,0.0,alive,1.0,9.0,70.0,832.8,83.28,4310.554373267444,190.26222179999994,13.600000000000001,0,1.0,1.0,590.0
exp_101,2,Bob,openai,gpt-5.4-nano,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,257.15,25.714999999999996,1017.0099,77.6,0.0,0,1.0,1.0,485.0
exp_101,2,Cindy,gemini,gemini-2.5-flash,0.6,10,,0.0,0.0,alive,1.0,10.0,535.5199738379999,1408.0413202796472,140.80413202796473,2740.437110266571,245.43826612199993,75.6,0,1.0,1.0,370.0
exp_101,2,David,gemini,gemini-3.1-flash-lite,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0
exp_101,2,Eric,deepseek,deepseek-v4-flash,0.6,10,,0.0,0.0,alive,1.0,9.0,945.0,698.6,69.86,109.61639999999998,98.0,65.0,0,1.0,1.0,205.0
exp_101,3,Alex,openai,gpt-5.4,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,212.8,21.28,829.7856000000002,64.4,0.0,0,1.0,1.0,757.0
exp_101,3,Bob,openai,gpt-5.4-nano,0.6,10,,0.0,0.0,alive,1.0,10.0,166.9075,1002.4925000000001,100.24925,1605.3752800625,145.0,5.0,0,1.0,1.0,418.0
exp_101,3,Cindy,gemini,gemini-2.5-flash,0.6,10,,0.0,0.0,alive,1.0,10.0,498.55,1258.15,125.81500000000001,81.43502499999995,146.45,120.0,0,1.0,1.0,398.0
exp_101,3,David,gemini,gemini-3.1-flash-lite,0.6,10,,0.0,0.0,alive,1.0,9.0,259.985,864.815,86.48150000000001,1654.4582815,137.3925,0.0,0,1.0,1.0,192.0
exp_101,3,Eric,deepseek,deepseek-v4-flash,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,216.6,21.66,1500.4804,112.0,0.0,0,1.0,1.0,306.0
exp_101,4,Alex,openai,gpt-5.4,0.6,10,,0.0,0.0,alive,1.0,3.0,70.0,1433.7400000000002,143.37400000000002,3223.7280839999994,248.62999999999997,70.0,0,1.0,1.0,772.0
exp_101,4,Bob,openai,gpt-5.4-nano,0.6,4,5,1.0,100.0,dead,0.0,0.0,0.0,411.885,41.1885,1737.0139365,88.2,0.0,0,1.0,1.0,602.0
exp_101,4,Cindy,gemini,gemini-2.5-flash,0.6,10,,0.0,0.0,alive,1.0,10.0,0.0,2004.37,200.43699999999998,5112.432100999999,354.37,144.3,0,1.0,1.0,382.0
exp_101,4,David,gemini,gemini-3.1-flash-lite,0.6,10,,0.0,0.0,alive,1.0,8.0,53.91429687499996,1512.16578125,151.216578125,3970.9971421807613,233.02704687499997,30.0,0,1.0,1.0,195.0
exp_101,4,Eric,deepseek,deepseek-v4-flash,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,322.02680078125,32.202680078125,2522.2895607049395,129.80805078125002,0.0,0,1.0,1.0,236.0
exp_101,5,Alex,openai,gpt-5.4,0.6,8,9,1.0,100.0,dead,0.0,-2.0,0.0,1196.76,119.676,5115.773064,225.34,0.0,0,1.0,1.0,808.0
exp_101,5,Bob,openai,gpt-5.4-nano,0.6,4,5,1.0,100.0,dead,0.0,0.0,0.0,325.79999999999995,32.58,1078.0775999999998,76.5,0.0,0,1.0,1.0,471.0
exp_101,5,Cindy,gemini,gemini-2.5-flash,0.6,10,,0.0,0.0,alive,1.0,9.0,335.60416499999997,1549.3476352875,154.93476352875,3891.7844704011086,232.4175,60.0,0,1.0,1.0,423.0
exp_101,5,David,gemini,gemini-3.1-flash-lite,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,237.73125,23.773125,1434.6355310156248,104.35499999999999,0.0,0,1.0,1.0,180.0
exp_101,5,Eric,deepseek,deepseek-v4-flash,0.6,10,,0.0,0.0,alive,1.0,5.0,829.4924999999998,1498.985835,149.8985835,3638.8246770937135,232.9175,56.0,0,1.0,1.0,232.0
exp_101,6,Alex,openai,gpt-5.4,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,316.66517187500006,31.666517187500006,1836.8163325135965,115.86000000000001,0.0,0,1.0,1.0,581.0
exp_101,6,Bob,openai,gpt-5.4-nano,0.6,5,6,1.0,100.0,dead,0.0,-1.0,0.0,476.865,47.6865,1554.0230902500002,94.05000000000001,0.0,0,1.0,1.0,395.0
exp_101,6,Cindy,gemini,gemini-2.5-flash,0.6,10,,0.0,0.0,alive,1.0,10.0,360.64,1335.09002,133.509002,962.5662896520356,172.5,90.0,0,1.0,1.0,377.0
exp_101,6,David,gemini,gemini-3.1-flash-lite,0.6,10,,0.0,0.0,alive,1.0,10.0,0.0,953.3060375,95.33060375,1668.174591055017,149.625,0.0,0,1.0,1.0,167.0
exp_101,6,Eric,deepseek,deepseek-v4-flash,0.6,6,7,1.0,100.0,dead,0.0,-2.0,0.0,630.0,63.0,2430.4,133.0,0.0,0,1.0,1.0,205.0
exp_101,7,Alex,openai,gpt-5.4,0.6,10,,0.0,0.0,alive,1.0,7.0,11.69463639999995,1006.1053636,100.61053636,3618.444970534676,195.70416360000004,23.8,0,1.0,1.0,724.0
exp_101,7,Bob,openai,gpt-5.4-nano,0.6,10,,0.0,0.0,alive,1.0,3.0,404.2463363999999,1121.0981636000001,112.10981636000001,2227.168931310634,188.80416360000004,31.499999999999996,0,1.0,1.0,398.0
exp_101,7,Cindy,gemini,gemini-2.5-flash,0.6,8,9,1.0,100.0,dead,0.0,0.0,0.0,1335.0,133.5,2034.0,165.0,0.0,0,1.0,1.0,380.0
exp_101,7,David,gemini,gemini-3.1-flash-lite,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0
exp_101,7,Eric,deepseek,deepseek-v4-flash,0.6,10,,0.0,0.0,alive,1.0,10.0,1036.0,686.0,68.6,723.24,140.0,56.0,0,1.0,1.0,266.0
exp_101,8,Alex,openai,gpt-5.4,0.6,6,7,1.0,100.0,dead,0.0,-3.0,0.0,567.21125,56.721124999999994,2681.6022163906246,168.11124999999998,0.0,0,1.0,1.0,564.0
exp_101,8,Bob,openai,gpt-5.4-nano,0.6,3,4,1.0,100.0,dead,0.0,-2.0,0.0,177.435,17.7435,525.03183045,58.14,0.0,0,1.0,1.0,398.0
